Liga,Saison,Team,Marktwert,Platzierung,Punkte
Serie-a,2017,SPAL 2013,63550000,17 ,38
Serie-a,2017,Benevento Calcio,57830000,20 ,21
Serie-a,2017,Hellas Verona,56500000,19 ,25
Serie-a,2017,Chievo Verona,55230000,13 ,40
Serie-a,2017,FC Crotone,47880000,18 ,35
Serie-a,2018,Juventus Turin,871050000,1 ,90
Serie-a,2018,SSC Neapel,646800000,2 ,79
Serie-a,2018,Inter Mailand,617930000,4 ,69
Serie-a,2018,AC Mailand,578480000,5 ,68
Serie-a,2018,AS Rom,459050000,6 ,66
Serie-a,2018,Atalanta Bergamo,367680000,3 ,69
Serie-a,2018,AC Florenz,315330000,16 ,41
Serie-a,2018,Lazio Rom,291150000,8 ,59
Serie-a,2018,US Sassuolo,242050000,11 ,43
Serie-a,2018,FC Turin,239230000,7 ,63
Serie-a,2018,Sampdoria Genua,216750000,9 ,53
Serie-a,2018,Udinese Calcio,201200000,12 ,43
Serie-a,2018,Genua CFC,191730000,17 ,38
Serie-a,2018,Cagliari Calcio,155380000,15 ,41
Serie-a,2018,FC Bologna,119680000,10 ,44
Serie-a,2018,Empoli FC,105600000,18 ,38
Serie-a,2018,SPAL,97400000,13 ,42
Serie-a,2018,Parma Calcio 1913,95750000,14 ,41
Serie-a,2018,Chievo Verona,54700000,20 ,17
Serie-a,2018,Frosinone Calcio,54530000,19 ,25
Serie-a,2019,Juventus Turin,661880000,1 ,83
Serie-a,2019,Inter Mailand,606050000,2 ,82
Serie-a,2019,SSC Neapel,548280000,7 ,62
Serie-a,2019,AC Mailand,404330000,6 ,66
Serie-a,2019,AS Rom,392730000,5 ,70
Serie-a,2019,Lazio Rom,303880000,4 ,78
Serie-a,2019,AC Florenz,302230000,10 ,49
Serie-a,2019,Atalanta Bergamo,291430000,3 ,78
Serie-a,2019,US Sassuolo,167980000,8 ,51
Serie-a,2019,Cagliari Calcio,167830000,14 ,45
Serie-a,2019,FC Turin,163550000,16 ,40
Serie-a,2019,Genua CFC,142380000,17 ,39
Serie-a,2019,Sampdoria Genua,135280000,15 ,42
Serie-a,2019,FC Bologna,129650000,12 ,47
Serie-a,2019,Parma Calcio 1913,128750000,11 ,49
Serie-a,2019,Udinese Calcio,121080000,13 ,45
Serie-a,2019,Hellas Verona,112530000,9 ,49
Serie-a,2019,Brescia Calcio,83230000,19 ,25
Serie-a,2019,SPAL,73630000,20 ,20
Serie-a,2019,US Lecce,52330000,18 ,35
Serie-a,2020,Inter Mailand,663900000,1 ,91
Serie-a,2020,Juventus Turin,633300000,4 ,78
Serie-a,2020,AC Mailand,547780000,2 ,79
Serie-a,2020,SSC Neapel,530200000,5 ,77
Serie-a,2020,Atalanta Bergamo,430000000,3 ,78
Serie-a,2020,AS Rom,395650000,7 ,62
Serie-a,2020,Lazio Rom,326330000,6 ,68
Serie-a,2020,AC Florenz,286800000,13 ,40
Serie-a,2020,US Sassuolo,241740000,8 ,62
Serie-a,2020,Cagliari Calcio,187830000,16 ,37
Serie-a,2020,FC Turin,175280000,17 ,37
Serie-a,2020,Udinese Calcio,173000000,14 ,40
Serie-a,2020,Hellas Verona,157210000,10 ,45
Serie-a,2020,FC Bologna,153600000,12 ,41
Serie-a,2020,Parma Calcio 1913,128700000,20 ,20
Serie-a,2020,Sampdoria Genua,127180000,9 ,52
Serie-a,2020,Genua CFC,111930000,11 ,42
Serie-a,2020,Spezia Calcio,71680000,15 ,39
Serie-a,2020,FC Crotone,52750000,19 ,23
Serie-a,2020,Benevento Calcio,50130000,18 ,33
Serie-a,2021,Juventus Turin,642500000,4 ,70
Serie-a,2021,Inter Mailand,558550000,2 ,84
Serie-a,2021,AC Mailand,546950000,1 ,86
Serie-a,2021,SSC Neapel,477230000,3 ,79
Serie-a,2021,Atalanta Bergamo,398750000,8 ,59
Serie-a,2021,AS Rom,381250000,6 ,63
Serie-a,2021,AC Florenz,325800000,7 ,62
Serie-a,2021,Lazio Rom,264480000,5 ,64
Serie-a,2021,US Sassuolo,251000000,11 ,50
Serie-a,2021,FC Turin,223400000,10 ,50
Serie-a,2021,FC Bologna,186200000,13 ,46
Serie-a,2021,Hellas Verona,162980000,9 ,53
Serie-a,2021,Udinese Calcio,142300000,12 ,47
Serie-a,2021,Cagliari Calcio,134530000,18 ,30
Serie-a,2021,Sampdoria Genua,128550000,15 ,36
Serie-a,2021,FC Empoli,126500000,14 ,41
Serie-a,2021,Genua CFC,121280000,19 ,28
Serie-a,2021,Venezia FC,80980000,20 ,27
Serie-a,2021,Spezia Calcio,78500000,16 ,36
Serie-a,2021,US Salernitana 1919,70560000,17 ,31
